Country,Year,Cannabis,Cocaine,Heroin,Opium
Sierra Leone,1999,0,0,0,0
Sierra Leone,2000,0,0,0,0
Sierra Leone,2001,0,0,0,0
Sierra Leone,2002,0,0,0,0
Sierra Leone,2003,0,0,0,0
Sierra Leone,2004,210,6,0,0
Sierra Leone,2005,0,0,0,0
Sierra Leone,2006,0,0,0,0
Togo,1980,7,0,0,0
Togo,1981,7,0,0,0
Togo,1982,272,0,0,0
Togo,1983,4.258,0,0,0
Togo,1984,6.418,0,0,0
Togo,1985,10.408,0,0,0
Togo,1986,62.743,0,0,0
Togo,1987,48.67,0,0,0
Togo,1988,78.72,3.304,69.141,0
Togo,1989,99.153,2.314,56.764,0
Togo,1990,22.152,0.007,8.16,0
Togo,1991,0,0,0,0
Togo,1992,10.784,19.04,9.28,0
Togo,1993,0,0,0,0
Togo,1994,0,0,0,0
Togo,1995,0,0,0,0
Togo,1996,156.848,1.081,0.027,0
Togo,1997,1066.189,13.873,81.601,0
Togo,1998,0,0,0,0
Togo,1999,569.477,2.33,12.764,0
Togo,2000,429.056,6.213,10.808,0
Togo,2001,655.247,29.927,15.253,0
Togo,2002,234.641,3.051,4.727,0
Togo,2003,794.429,1.775,1.85,0
Togo,2004,1382.007,412.001,1.362,0
Togo,2005,1550.109,43.615,1.318,0
Togo,2006,171.136,29.688,1.435,0
Anguilla,1980,0,0,0,0
Anguilla,1981,0,0,0,0
Anguilla,1982,0,0,0,0
Anguilla,1983,0,0,0,0
Anguilla,1984,0,0,0,0
Anguilla,1985,0,0,0,0
Anguilla,1986,0,0,0,0
Anguilla,1987,0,0,0,0
Anguilla,1988,0,0,0,0
Anguilla,1989,0,0,0,0
Anguilla,1990,0,313,0,0
Anguilla,1991,0,0,0,0
Anguilla,1992,1500,0,0,0
Anguilla,1993,2.721,544.32,0,0
Anguilla,1994,90,342,0,0
Anguilla,1995,90,611,0,0
Anguilla,1996,1,289,0,0
Anguilla,1997,0.644,0.004,0,0
Anguilla,1998,5.037,0.108,0,0
Anguilla,1999,8,0.02,0,0
Anguilla,2000,0,0,0,0
Anguilla,2001,1,926,0,0
Anguilla,2002,0,0,0,0
Anguilla,2003,0,0,0,0
Anguilla,2004,1.217,0.008,0,0
Anguilla,2005,34.826,4.96,0,0
Anguilla,2006,226.323,0,0,0
Antigua and Barbuda,1980,0,0,0,0
Antigua and Barbuda,1981,0,0,0,0
Antigua and Barbuda,1982,0,0,0,0
Antigua and Barbuda,1983,0,0,0,0
Antigua and Barbuda,1984,0,0,0,0
Antigua and Barbuda,1985,0,0,0,0
Antigua and Barbuda,1986,0,0,0,0
Antigua and Barbuda,1987,2344.275,0,0,0
Antigua and Barbuda,1988,190,0,0,0
Antigua and Barbuda,1989,0,0,0,0
Antigua and Barbuda,1990,0,0,0,0
Antigua and Barbuda,1991,0,0,0,0
Antigua and Barbuda,1992,0,0,0,0
Antigua and Barbuda,1993,0,0,0,0
Antigua and Barbuda,1994,4374,0,0,0
Antigua and Barbuda,1995,215,0,0,0
Antigua and Barbuda,1996,1485,0,0,0
Antigua and Barbuda,1997,628,0,0,0
Antigua and Barbuda,1998,105,0,0,0
Antigua and Barbuda,1999,94,0,0,0
Antigua and Barbuda,2000,67,0,0,0
Antigua and Barbuda,2001,662,0,0,0
Antigua and Barbuda,2002,0,0,0,0
Antigua and Barbuda,2003,339,0,0,0
Antigua and Barbuda,2004,7120,0,0,0
Antigua and Barbuda,2005,0,0,0,0
Antigua and Barbuda,2006,0,0,0,0
Aruba,1980,0,0,0,0
Aruba,1981,0,0,0,0
Aruba,1982,0,0,0,0
Aruba,1983,0,0,0,0
Aruba,1984,0,0,0,0
Aruba,1985,0,0,0,0
Aruba,1986,0,0,0,0
Aruba,1987,0,0,0,0
Aruba,1988,0,0,0,0
Aruba,1989,194.3,203.736,0,0
Aruba,1990,10.568,483.117,0,0
Aruba,1991,14.283,113.778,0,0
Aruba,1992,839,151,0,0
Aruba,1993,22,95,0,0
Aruba,1994,30.104,146.378,9.48,0
Aruba,1995,366,153,4.59,0
Aruba,1996,77,203,0,0
Aruba,1997,13,408.307,3.298,0
Aruba,1998,0,794,0,0
Aruba,1999,142,465,6,0
Aruba,2000,12,346,78,0
Aruba,2001,1159,266,65,0
Aruba,2002,434.247,490.681,25.677,0
Aruba,2003,0,1,0,0
Aruba,2004,107.895,274.012,22.981,0
Aruba,2005,1209.043,598.2,50.36,0
Aruba,2006,2.391,29.841,3.722,0
Bahamas,1980,223075,9,0,0
Bahamas,1981,202202,398,0,0
Bahamas,1982,410396,24.169,0,0
Bahamas,1983,102895.523,1189.401,0,0
Bahamas,1984,73244,1679,0,0
Bahamas,1985,51351.602,6572.21,0,0
Bahamas,1986,7011.976,4168.38,0,0
Bahamas,1987,73381.008,8915.383,0,0
Bahamas,1988,8884.92,9353.29,0,0
Bahamas,1989,460,5483,1.868,0
Bahamas,1990,2380,3924.728,0,0
Bahamas,1991,3000,3620,0,0
Bahamas,1992,1076.21,4850.87,0,0
Bahamas,1993,650.23,605.58,0,0
Bahamas,1994,1419.432,491.543,0.54,0
Bahamas,1995,3536,392,0,0
Bahamas,1996,2606,115,0,0
Bahamas,1997,3763,2579.04,0,0
Bahamas,1998,2591.065,3343.054,0,0
Bahamas,1999,3610,1857,0,0
Bahamas,2000,4093,2759.51,0,0
Bahamas,2001,4178.602,1469.324,0,0
Bahamas,2002,11515,2477.273,0,0
Bahamas,2003,6063.624,4361.124,0.272,0
Bahamas,2004,1818.9,740.26,0,0
Bahamas,2005,13000,1001,1,0
Bahamas,2006,0,0,0,0
Barbados,1980,0,0,0,0
Barbados,1981,540,0,0,0
Barbados,1982,351,0,0,0
Barbados,1983,260,4,0,0
Barbados,1984,255,0.002,0,0
Barbados,1985,427.745,2.154,0,0
Barbados,1986,343.4,2.5,0,0
Barbados,1987,396.719,0,0,0
Barbados,1988,797.89,3.175,0,0
Barbados,1989,285.881,26.592,0,0
Barbados,1990,17,3,0,0
Barbados,1991,160.716,7.264,0,0
Barbados,1992,17,1,0,0
Barbados,1993,519,20,1,0
Barbados,1994,377,246,0,0
Barbados,1995,856,247,0,0
Barbados,1996,3118.059,37,0,0
Barbados,1997,1132.027,88.05,0,0
Barbados,1998,1650,35,0,0
Barbados,1999,333.58,132.76,3.23,0
Barbados,2000,2948,81,0,0
Barbados,2001,5748.925,83,0,0
Barbados,2002,0,0,0,0
Barbados,2003,3000,97,0,0
Barbados,2004,2278,37,0,0
Barbados,2005,3400,57.75,0,0
Barbados,2006,0,0,0,0
Bermuda,1980,236,22,23,0
Bermuda,1981,97,0.126,0.224,0
Bermuda,1982,1878,0,0,0
Bermuda,1983,654.192,0.043,0.007,0
Bermuda,1984,557.936,0.957,0,0
Bermuda,1985,495.727,0.457,0.177,0
Bermuda,1986,73,3,0,0
Bermuda,1987,36,0.512,0.113,0
Bermuda,1988,42.013,26.726,0.146,0
Bermuda,1989,49.72,4.706,0,0
Bermuda,1990,76.22,8.962,0.403,0
Bermuda,1991,24.92,3.785,0.202,0
Bermuda,1992,135.028,6.587,0.042,0
Bermuda,1993,22.38,7.626,0.262,0
Bermuda,1994,361.023,58.364,0.367,0
Bermuda,1995,79.48,40.185,0.109,0
Bermuda,1996,107.05,24.662,0.1,0
Bermuda,1997,91.8,4.516,0.398,0
Bermuda,1998,91.8,4.33,0,0
Bermuda,1999,87.067,8.076,0.836,0
Bermuda,2000,136.579,11.574,0.292,0
Bermuda,2001,32,667,2,0
Bermuda,2002,360,4.9,2.63,0
Bermuda,2003,38.9,0.7,0.6,0
Bermuda,2004,0,0,0,0
Bermuda,2005,198.8,6,2,0
Bermuda,2006,473.091,4.092,2.04,0
British Virgin Islands,1980,0.385,0,0,0
British Virgin Islands,1981,9,0,0,0
British Virgin Islands,1982,8,0,0,0
British Virgin Islands,1983,1338.12,0,0,0
British Virgin Islands,1984,0,0,0,0
British Virgin Islands,1985,0,0,0,0
British Virgin Islands,1986,0,0,0,0
British Virgin Islands,1987,0,0,0,0
British Virgin Islands,1988,0,0,0,0
British Virgin Islands,1989,622.116,344.69,0,0
British Virgin Islands,1990,30.391,1,0,0
British Virgin Islands,1991,0,0,0,0
British Virgin Islands,1992,0,0,0,0
British Virgin Islands,1993,0,0,0,0
British Virgin Islands,1994,1932,457,0,0
British Virgin Islands,1995,235.533,1194.02,0,0
British Virgin Islands,1996,119,1765,0,0
British Virgin Islands,1997,85,838,0,0
British Virgin Islands,1998,84,20,0,0
British Virgin Islands,1999,354,432,0,0
British Virgin Islands,2000,26,534,0,0
British Virgin Islands,2001,151.99,2159.014,1.2,0
British Virgin Islands,2002,0,0,0,0
British Virgin Islands,2003,26.2,0,0,0
British Virgin Islands,2004,58.93,0.175,0,0
British Virgin Islands,2005,0,0,0,0
British Virgin Islands,2006,0,0,0,0
Cayman Islands,1980,1919,0,0,0
Cayman Islands,1981,168,0,0,0
Cayman Islands,1982,397,0,0,0
Cayman Islands,1983,10423.725,0.045,0,0
Cayman Islands,1984,119.67,0.007,0,0
Cayman Islands,1985,820,0.727,0,0
Cayman Islands,1986,753.656,2.827,0,0
Cayman Islands,1987,3783.117,2.358,0,0
Cayman Islands,1988,11.167,5.444,0,0
Cayman Islands,1989,546.036,1,0,0
Cayman Islands,1990,254,2000,0,0
Cayman Islands,1991,360,1.913,0,0
Cayman Islands,1992,340,1,0,0
Cayman Islands,1993,1995.84,23.587,0,0
Cayman Islands,1994,1728,3.855,0,0
Cayman Islands,1995,2673,143,0,0
Cayman Islands,1996,3188.018,2219.09,0,0
Cayman Islands,1997,3422.286,1054.032,0,0
Cayman Islands,1998,4063.334,1195.324,0,0
Cayman Islands,1999,5100.371,1401.879,0,0
Cayman Islands,2000,6621,1813,1,0
Cayman Islands,2001,11818,1001.003,0.213,0
Cayman Islands,2002,6681,401.3,0,0
Cayman Islands,2003,9027.09,6.007,0,0
Cayman Islands,2004,0,0,0,0
Cayman Islands,2005,0,0,0,0
Cayman Islands,2006,0,0,0,0
Cuba,1980,0,0,0,0
Cuba,1981,0,0,0,0
Cuba,1982,336993,0,0,0
Cuba,1983,0,0,0,0
Cuba,1984,33977.816,0,0,0
Cuba,1985,16980.127,0,0,0
Cuba,1986,24228.199,0,0,0
Cuba,1987,59716.5,0,0,0
Cuba,1988,18813.48,0,0,0
Cuba,1989,17734.449,1693.59,0,0
Cuba,1990,1811,1441.8,0,0
Cuba,1991,877.82,1980.111,0,0
Cuba,1992,2000.91,1647.83,0,0
Cuba,1993,1353.291,3364.397,0,0
Cuba,1994,1195.598,238.408,0,0
Cuba,1995,4482.138,371.501,0,0
Cuba,1996,3931.682,7923.373,1.63,0
Cuba,1997,6023,1444,0.7,0
Cuba,1998,4610,669,0,0
Cuba,1999,5559,2444,3,0
Cuba,2000,8581.4,3145,0,0
Cuba,2001,6121,1278,0,0
Cuba,2002,6023.428,406.001,0,0
Cuba,2003,5159.9,506.5,6.8,0
Cuba,2004,2758.9,307.05,0,0
Cuba,2005,2194,282,0,0
Cuba,2006,0,0,0,0
Dominica,1980,0,0,0,0
Dominica,1981,0,0,0,0
Dominica,1982,0,0,0,0
Dominica,1983,0,0,0,0
Dominica,1984,1000,0,0,0
Dominica,1985,362.122,0,0,0
Dominica,1986,0,0,0,0
Dominica,1987,0,0,0,0
Dominica,1988,0,0,0,0
Dominica,1989,0,0,0,0
Dominica,1990,600,2513,0,0
Dominica,1991,0,1387,0,0
Dominica,1992,0,0,0,0
Dominica,1993,0,0,0,0
Dominica,1994,741,3.341,0,0
Dominica,1995,499,7,0,0
Dominica,1996,136.249,2.947,0,0
Dominica,1997,404,101,0,0
Dominica,1998,361,29,0,0
Dominica,1999,192,82.755,0,0
Dominica,2000,468,10,0,0
Dominica,2001,521,6,0,0
Dominica,2002,0,4.526,0,0
Dominica,2003,44,8.7,0,0
Dominica,2004,1113,0,0,0
Dominica,2005,330,0.23,0,0
Dominica,2006,0,0,0,0
Dominican Republic,1980,0,0,0,0
Dominican Republic,1981,0,0,0,0
Dominican Republic,1982,0,0,0,0
Dominican Republic,1983,0,0,0,0
Dominican Republic,1984,0,0,0,0
Dominican Republic,1985,0,0,0,0
Dominican Republic,1986,0,0,0,0
Dominican Republic,1987,0,0,0,0
Dominican Republic,1988,0,0,0,0
Dominican Republic,1989,0,0,0,0
Dominican Republic,1990,498.191,2588,0.025,0
Dominican Republic,1991,16.798,1714.164,0,0
Dominican Republic,1992,2842.5,3010.5,0,0
Dominican Republic,1993,185.4,904.602,0,0
Dominican Republic,1994,7088.4,2888.278,0,0
Dominican Republic,1995,1055.7,4391.092,2.912,0
Dominican Republic,1996,245.9,1341.3,12.158,0
Dominican Republic,1997,800.66,1234.206,11.328,0
Dominican Republic,1998,110.298,2341.916,6.891,0
Dominican Republic,1999,184.333,1071.395,11.909,0
Dominican Republic,2000,1526,1307,24,0
Dominican Republic,2001,3815.9,1907.9,33.003,0
Dominican Republic,2002,1749,2293,67,0
Dominican Republic,2003,534.945,729.835,58.86,0
Dominican Republic,2004,529.6,2235.4,68.9,0
Dominican Republic,2005,562.7,2233.2,121.8,0
Dominican Republic,2006,429.238,5091.811,257.59,0
Grenada,1980,0,0,0,0
Grenada,1981,0,0,0,0
Grenada,1982,0,0,0,0
Grenada,1983,0,0,0,0
Grenada,1984,0,0,0,0
Grenada,1985,0,0,0,0
Grenada,1986,0,0,0,0
Grenada,1987,0,0,0,0
Grenada,1988,0,0,0,0
Grenada,1989,23.587,0.055,0,0
Grenada,1990,19.108,1.843,0,0
Grenada,1991,0,49.09,0,0
Grenada,1992,0,0,0,0
Grenada,1993,807.152,207.505,0,0
Grenada,1994,297.591,9.265,0,0
Grenada,1995,0.584,3.594,0,0
Grenada,1996,191,9,0,0
Grenada,1997,123.199,6.995,0,0
Grenada,1998,84,26.5,0,0
Grenada,1999,219,43,0,0
Grenada,2000,103,103,0,0
Grenada,2001,133.69,52.17,0,0
Grenada,2002,379.553,77.32,0,0
Grenada,2003,115,8.5,0,0
Grenada,2004,386,24,0,0
Grenada,2005,106.65,16.019,0,0
Grenada,2006,200.137,21,0,0
Guadeloupe,1980,0,0,0,0
Guadeloupe,1981,0,0,0,0
Guadeloupe,1982,0,0,0,0
Guadeloupe,1983,0,0,0,0
Guadeloupe,1984,0,0,0,0
Guadeloupe,1985,0,0,0,0
Guadeloupe,1986,0,0,0,0
Guadeloupe,1987,0,0,0,0
Guadeloupe,1988,0,0,0,0
Guadeloupe,1989,0,0,0,0
Guadeloupe,1990,0,0,0,0
Guadeloupe,1991,0,0,0,0
Guadeloupe,1992,0,0,0,0
Guadeloupe,1993,0,0,0,0
Guadeloupe,1994,1935,6211,0,0
Guadeloupe,1995,0,0,0,0
Guadeloupe,1996,52377,91,0,0
Guadeloupe,1997,20179,66,0,0
Guadeloupe,1998,8860,3222,0,0
Guadeloupe,1999,515,593,0,0
Guadeloupe,2000,1017,292,0,0
Guadeloupe,2001,516,593,4,0
Guadeloupe,2002,0,0,0,0
Guadeloupe,2003,0,608.5,0,0
Guadeloupe,2004,0,0,0,0
Guadeloupe,2005,0,0,0,0
Guadeloupe,2006,0,0,0,0
Haiti,1980,0,0,0,0
Haiti,1981,0,0,0,0
Haiti,1982,0,0,0,0
Haiti,1983,0,1,0,0
Haiti,1984,0,0,0,0
Haiti,1985,0,700,0,0
Haiti,1986,1.575,1,0,0
Haiti,1987,0,0,0,0
Haiti,1988,36,1457,0,0
Haiti,1989,0,0,0,0
Haiti,1990,0,896,0,0
Haiti,1991,0,302,0,0
Haiti,1992,0,116,0,0
Haiti,1993,0,0,0,0
Haiti,1994,46,716,0,0
Haiti,1995,0.057,1357,0,0
Haiti,1996,0,956,0,0
Haiti,1997,9000,2100,0,0
Haiti,1998,9255,1272,0,0
Haiti,1999,71.03,436,0,0
Haiti,2000,401,594,0,0
Haiti,2001,1705,414,0,0
Haiti,2002,149.05,272.76,0,0
Haiti,2003,31.035,45,1,0
Haiti,2004,385,74.9,0,0
Haiti,2005,0,0,0,0
Haiti,2006,0,0,0,0
Jamaica,1980,163583,0,0,0
Jamaica,1981,4109,4,2,0
Jamaica,1982,61810,9.753,0,0
Jamaica,1983,104415.094,3.203,0,0
Jamaica,1984,204806.813,367,0,0
Jamaica,1985,85749.453,369.23,0,0
Jamaica,1986,317520,544.32,0,0
Jamaica,1987,193446.313,8.41,0,0
Jamaica,1988,53079,5.966,0,0
Jamaica,1989,43981.281,12.701,0,0
Jamaica,1990,128762,4335.112,0,0
Jamaica,1991,0,0,0,0
Jamaica,1992,32000,690,1.5,0
Jamaica,1993,51454,82.666,0.997,0
Jamaica,1994,46000,179,0.343,0
Jamaica,1995,54697.828,570.007,0.23,0
Jamaica,1996,31587,253.762,0.6,0
Jamaica,1997,24729,415.31,0,0
Jamaica,1998,35911,1143,0,0
Jamaica,1999,56226.94,2455,0,0
Jamaica,2000,55870,1656,0,0
Jamaica,2001,74044,2948,0.45,0
Jamaica,2002,27137,3725.275,0,0
Jamaica,2003,36600,1586,0,0
Jamaica,2004,20952.14,1735.51,0,0
Jamaica,2005,17654,142.38,0,0
Jamaica,2006,37198.685,109.145,10.634,0
Martinique,1980,0,0,0,0
Martinique,1981,0,0,0,0
Martinique,1982,0,0,0,0
Martinique,1983,0,0,0,0
Martinique,1984,0,0,0,0
Martinique,1985,0,0,0,0
Martinique,1986,0,0,0,0
Martinique,1987,0,0,0,0
Martinique,1988,0,0,0,0
Martinique,1989,0,0,0,0
Martinique,1990,0,0,0,0
Martinique,1991,0,0,0,0
Martinique,1992,0,0,0,0
Martinique,1993,0,0,0,0
Martinique,1994,0,0,0,0
Martinique,1995,0,0,0,0
Martinique,1996,166,17,0,0
Martinique,1997,355,37,0,0
Martinique,1998,136,46,0,0
Martinique,1999,199,36,0,0
Martinique,2000,749,15,0,0
Martinique,2001,0,0,0,0
Martinique,2002,0,0,0,0
Martinique,2003,0,1138,0,0
Martinique,2004,0,0,0,0
Martinique,2005,0,0,0,0
Martinique,2006,0,0,0,0
Montserrat,1980,0,0,0,0
Montserrat,1981,0,0,0,0
Montserrat,1982,0,0,0,0
Montserrat,1983,31.582,0.007,0,0.007
Montserrat,1984,0,0,0,0
Montserrat,1985,0,0,0,0
Montserrat,1986,0,0,0,0
Montserrat,1987,0,0,0,0
Montserrat,1988,0,0,0,0
Montserrat,1989,0,0,0,0
Montserrat,1990,0,0,0,0
Montserrat,1991,0,0,0,0
Montserrat,1992,0,0,0,0
Montserrat,1993,0,0,0,0
Montserrat,1994,1597,60,0,0
Montserrat,1995,2,0.058,0,0
Montserrat,1996,1,0,0,0
Montserrat,1997,10.33,0.13,0,0
Montserrat,1998,0,0,0,0
Montserrat,1999,2677,0,0,0
Montserrat,2000,0.497,0,0,0
Montserrat,2001,0,0,0,0
Montserrat,2002,0.373,0,0,0
Montserrat,2003,0,0,0,0
Montserrat,2004,4.385,0.054,0,0
Montserrat,2005,0.823,0,0,0
Montserrat,2006,9.798,0.007,0,0
Netherlands Antilles,1980,1181,23.427,0,0
Netherlands Antilles,1981,2182,11.374,0,0
Netherlands Antilles,1982,11816,40.629,0,0
Netherlands Antilles,1983,1616.843,57.104,1.7,0
Netherlands Antilles,1984,11813,54,2,0
Netherlands Antilles,1985,1045.259,25.481,0.406,0
Netherlands Antilles,1986,260.53,131.839,0.514,0
Netherlands Antilles,1987,1067.373,2124.225,0,0
Netherlands Antilles,1988,193.468,139.961,0,0.164
Netherlands Antilles,1989,106.329,2531.954,0,0
Netherlands Antilles,1990,44.13,590.202,0,0
Netherlands Antilles,1991,1342.126,624.273,0.506,0
Netherlands Antilles,1992,0,0,0,0
Netherlands Antilles,1993,0,364,0,0
Netherlands Antilles,1994,25,906.2,0,0
Netherlands Antilles,1995,810,111,0,0
Netherlands Antilles,1996,650,710,0,0
Netherlands Antilles,1997,1553.31,1302,0,0
Netherlands Antilles,1998,0,639,0,0
Netherlands Antilles,1999,541,18,2,0
Netherlands Antilles,2000,39.782,965.353,2.032,0
Netherlands Antilles,2001,3772,1043,72,0
Netherlands Antilles,2002,5691,2455.168,62.622,0.44
Netherlands Antilles,2003,883,7728,44.3,0
Netherlands Antilles,2004,0,9025,28,0
Netherlands Antilles,2005,784.1,0,13,0
Netherlands Antilles,2006,6,1989,18.5,0
Puerto Rico,1980,0,0,0,0
Puerto Rico,1981,0,0,0,0
Puerto Rico,1982,0,0,0,0
Puerto Rico,1983,0,0,0,0
Puerto Rico,1984,0,0,0,0
Puerto Rico,1985,0,0,0,0
Puerto Rico,1986,0,0,0,0
Puerto Rico,1987,0,0,0,0
Puerto Rico,1988,0,0,0,0
Puerto Rico,1989,0,0,0,0
Puerto Rico,1990,0,0,0,0
Puerto Rico,1991,0,0,0,0
Puerto Rico,1992,0,0,0,0
Puerto Rico,1993,0,0,0,0
Puerto Rico,1994,0,15167,0,0
Puerto Rico,1995,0,12512,0,0
Puerto Rico,1996,8635,11072,0,0
Puerto Rico,1997,1337,15153,0,0
Puerto Rico,1998,1285,10344,0,0
Puerto Rico,1999,12605,9977,0,0
Puerto Rico,2000,1982,5516,24,0
Puerto Rico,2001,24,2831,42,0
Puerto Rico,2002,49536.589,215.944,12.809,0
Puerto Rico,2003,0,0,0,0
Puerto Rico,2004,0,0,0,0
Puerto Rico,2005,0,0,0,0
Puerto Rico,2006,0,0,0,0
Saint Kitts and Nevis,1980,0,0,0,0
Saint Kitts and Nevis,1981,0,0,0,0
Saint Kitts and Nevis,1982,0,0,0,0
Saint Kitts and Nevis,1983,0,0,0,0
Saint Kitts and Nevis,1984,0,0,0,0
Saint Kitts and Nevis,1985,0,0,0,0
Saint Kitts and Nevis,1986,0,0,0,0
Saint Kitts and Nevis,1987,0,0,0,0
Saint Kitts and Nevis,1988,0,0,0,0
Saint Kitts and Nevis,1989,0,0,0,0
Saint Kitts and Nevis,1990,0,0,0,0
Saint Kitts and Nevis,1991,21.5,0.328,0,0
Saint Kitts and Nevis,1992,18765,42,0,0
Saint Kitts and Nevis,1993,153,1087,0,0
Saint Kitts and Nevis,1994,29,420,0,0
Saint Kitts and Nevis,1995,3.185,5.809,0,0
Saint Kitts and Nevis,1996,5,0,0,0
Saint Kitts and Nevis,1997,67,150,0,0
Saint Kitts and Nevis,1998,31,1,0,0
Saint Kitts and Nevis,1999,14124,10,0,0
Saint Kitts and Nevis,2000,119,53,0,0
Saint Kitts and Nevis,2001,330,20,0,0
Saint Kitts and Nevis,2002,0,0,0,0
Saint Kitts and Nevis,2003,17000,36,0,0
Saint Kitts and Nevis,2004,372,6.245,1.374,0
Saint Kitts and Nevis,2005,61,5368,0,0
Saint Kitts and Nevis,2006,0,0,0,0
Saint Lucia,1980,0,0,0,0
Saint Lucia,1981,0,0,0,0
Saint Lucia,1982,0,0,0,0
Saint Lucia,1983,0,0,0,0
Saint Lucia,1984,388.282,0,0,0
Saint Lucia,1985,406.98,0.006,0,0
Saint Lucia,1986,0,0,0,0
Saint Lucia,1987,0,0,0,0
Saint Lucia,1988,0.124,9.379,0,0
Saint Lucia,1989,158.76,6.804,0,0
Saint Lucia,1990,64.421,352,0,0
Saint Lucia,1991,0,0,0,0
Saint Lucia,1992,173.4,13.289,0,0
Saint Lucia,1993,173.4,13.289,0,0
Saint Lucia,1994,182.296,17.525,0,0
Saint Lucia,1995,102.327,27.247,0,0
Saint Lucia,1996,326.048,19.8,0,0
Saint Lucia,1997,621.684,7.782,0,0
Saint Lucia,1998,363.663,78.137,0,0
Saint Lucia,1999,267,133,0,0
Saint Lucia,2000,1803.61,110.473,2,0
Saint Lucia,2001,753,63,0,0
Saint Lucia,2002,0,0,0,0
Saint Lucia,2003,583,433,0,0
Saint Lucia,2004,253.804,52.535,0,0
Saint Lucia,2005,875,99,0,0
Saint Lucia,2006,515.8,50.7,0,0
Saint Vincent and the Grenadines,1980,3293,0,0,0
Saint Vincent and the Grenadines,1981,7,0,0,0
Saint Vincent and the Grenadines,1982,20,0,0,0
Saint Vincent and the Grenadines,1983,2.497,0,0,0
Saint Vincent and the Grenadines,1984,41.303,0,0,0
Saint Vincent and the Grenadines,1985,0,0,0,0
Saint Vincent and the Grenadines,1986,28,0,0,0
Saint Vincent and the Grenadines,1987,97.395,0.131,0,0
Saint Vincent and the Grenadines,1988,0,0,0,0
Saint Vincent and the Grenadines,1989,66,0,0,0
Saint Vincent and the Grenadines,1990,0.067,0.016,0,0
Saint Vincent and the Grenadines,1991,2.975,1.69,0,0
Saint Vincent and the Grenadines,1992,894,0,0,0
Saint Vincent and the Grenadines,1993,538,6,0,0
Saint Vincent and the Grenadines,1994,1710,61,0,0
Saint Vincent and the Grenadines,1995,3630,13,0,0
Saint Vincent and the Grenadines,1996,1227,2,0,0
Saint Vincent and the Grenadines,1997,527,1,0,0
Saint Vincent and the Grenadines,1998,1321,13,0,0
Saint Vincent and the Grenadines,1999,7180,15,0,0
Saint Vincent and the Grenadines,2000,1709,51,0,0
Saint Vincent and the Grenadines,2001,1962,207,0,0
Saint Vincent and the Grenadines,2002,0,0,0,0
Saint Vincent and the Grenadines,2003,1700,1.5,0,0
Saint Vincent and the Grenadines,2004,2979,28,0,0
Saint Vincent and the Grenadines,2005,1371.566,58.322,0,0
Saint Vincent and the Grenadines,2006,0,0,0,0
Trinidad and Tobago,1980,268301,0,0,0
Trinidad and Tobago,1981,0,0,0,0
Trinidad and Tobago,1982,11416,0,0,0
Trinidad and Tobago,1983,45360,15,0,0
Trinidad and Tobago,1984,2597,0,0,0
Trinidad and Tobago,1985,1314,0,0,0
Trinidad and Tobago,1986,984,0,0,0
Trinidad and Tobago,1987,1888.759,14.82,0,0
Trinidad and Tobago,1988,1217.526,36.238,0,0
Trinidad and Tobago,1989,1678.316,62.888,0,0
Trinidad and Tobago,1990,250972.703,115.681,0,0
Trinidad and Tobago,1991,0,0,0,0
Trinidad and Tobago,1992,6571.928,93.67,0,0
Trinidad and Tobago,1993,4647.015,56.959,0,0
Trinidad and Tobago,1994,7249,390.97,0,0
Trinidad and Tobago,1995,3210,95,0,0
Trinidad and Tobago,1996,11408,179.38,0.719,0
Trinidad and Tobago,1997,1430,71,0,0
Trinidad and Tobago,1998,3483.545,77.68,0,0
Trinidad and Tobago,1999,8287,137,0,0
Trinidad and Tobago,2000,1546,203,5,0
Trinidad and Tobago,2001,2393.95,820.841,0,0
Trinidad and Tobago,2002,1135.404,172.769,10.38,0
Trinidad and Tobago,2003,2180.003,172.771,10.54,0
Trinidad and Tobago,2004,1513,590,16,0
Trinidad and Tobago,2005,554.65,1891.82,21.58,0
Trinidad and Tobago,2006,2250.758,1316.076,0.162,0
Turks and Caicos Islands,1980,8391,65.318,0,0
Turks and Caicos Islands,1981,71236,12,0,0
Turks and Caicos Islands,1982,16510,23.134,0,0
Turks and Caicos Islands,1983,8.278,0.142,0,0
Turks and Caicos Islands,1984,0,0,0,0
Turks and Caicos Islands,1985,52,0,0,0
Turks and Caicos Islands,1986,5076.691,0.227,0,0
Turks and Caicos Islands,1987,4.536,1.361,0,0
Turks and Caicos Islands,1988,9.06,0.429,0,0
Turks and Caicos Islands,1989,0,0,0,0
Turks and Caicos Islands,1990,0,0,0,0
Turks and Caicos Islands,1991,9.313,40.498,0,0
Turks and Caicos Islands,1992,8.69,0.028,0,0
Turks and Caicos Islands,1993,0,0,0,0
Turks and Caicos Islands,1994,15,20,0,0
Turks and Caicos Islands,1995,10,45,0,0
Turks and Caicos Islands,1996,25,400,0,0
Turks and Caicos Islands,1997,22,1.5,0,0
Turks and Caicos Islands,1998,8,2075,0,0
Turks and Caicos Islands,1999,68.5,3,0,0
Turks and Caicos Islands,2000,27,0.136,0,0
Turks and Caicos Islands,2001,24,4,0,0
Turks and Caicos Islands,2002,12.802,1.5,0,0
Turks and Caicos Islands,2003,57.767,48.169,1.1,0
